"prod_id","tran_wk","weekly_sales","weekly_paid","weekly_qty","shelf_price","discount_majority","seas_index","holiday_index","year","week","tv_reach","radio_reach","flyer","display","email","paid_search","web"
138936952,2016-03-13,379.05,379.05,95,3.99,0,6429.489796,0,2016,11,0,0,0,0,0,3769,0
138936952,2016-05-29,550.62,550.62,138,3.99,0,9522.030612,0,2016,22,0,0,0,0,0,28383,0
138936952,2016-06-19,594.51,594.51,149,3.99,0,10771.52041,0,2016,25,0.477256972274267,0.387203723277589,0,0,0,5543,0
138936952,2016-06-26,578.55,578.55,145,3.99,0,11120.06122,0,2016,26,0.449065342002492,0.339192911388731,0,0,0,16482,0
138936952,2016-07-03,498.75,436.25,125,3.99,0.5,11497.30612,0,2016,27,0.421738225446744,0.295358450996547,1,0,0,33914,4e+05
138936952,2016-09-04,446.16,446.16,104,4.29,0,9897.285714,0,2016,36,0.224122777525842,0.0721961401932899,0,0,0,18891,0
138936952,2016-10-16,390.39,390.39,91,4.29,0,7436.367347,0,2016,42,0.417427312560093,0.524200042470333,0,0,0,39205,0
138936952,2016-12-18,527.67,466.17,123,4.29,0.5,6241.306122,1,2016,51,0.221412786350369,0.150955713531825,0,0,2e+05,15524,0
138936952,2017-01-08,441.87,441.87,103,4.29,0,5435.05102,0,2017,2,0.175788123658412,0.0930775720641186,0,0,0,12826,0
138936952,2017-02-19,296.01,296.01,69,4.29,0,5686.591837,0,2017,8,0.108827845291137,0.0340749813626564,0,0,0,29633,0
138936952,2017-03-26,527.67,527.67,123,4.29,0,6636.459184,0,2017,13,0.255755947125877,0.412383851381423,0,0,0,8125,3e+05
138936952,2017-04-16,234.09,234.09,51,4.59,0,7395.22449,1,2017,16,0.204083474617168,0.274855819346932,0,0,0,1530,0
138936952,2017-04-30,569.16,507.16,124,4.59,0.5,7919.316327,1,2017,18,0.174822041327609,0.204440715414292,0,0,0,28041,0
138936952,2017-06-11,647.19,576.69,141,4.59,0.5,9967.591837,1,2017,24,0.500466665429168,0.543937442895761,1,0,0,2581,0
138936952,2017-06-18,330.48,330.48,72,4.59,0,10402.4898,0,2017,25,0.471664724924471,0.487332850614363,0,0,0,6873,0
138936952,2017-07-09,596.7,531.7,130,4.59,0.5,11497.30612,0,2017,28,0.390318462128947,0.333911401462797,1,1,0,26341,0
138936952,2017-09-24,491.13,491.13,107,4.59,0,9003.265306,0,2017,39,0.175305821079825,0.0599397242044039,0,0,0,41691,0
138936952,2017-10-01,697.68,545.68,152,4.59,1,8594.27551,1,2017,40,0.471132830859387,0.726980657344544,1,1,0,36799,0
138936952,2017-08-20,679.32,679.32,148,4.59,0,11259.60204,0,2017,34,0.256424027470145,0.136073334099126,0,0,0,47023,0
138936952,2016-01-03,311.22,311.22,78,3.99,0,5435.05102,0,2016,1,0,0,0,0,0,47733,0
138936952,2016-01-31,367.08,367.08,92,3.99,0,5327.520408,0,2016,5,0,0,0,0,0,3288,0
138936952,2016-11-13,351.78,351.78,82,4.29,0,6712.010204,0,2016,46,0.319048390033303,0.31843318373836,0,0,0,45114,0
138936952,2017-04-23,394.74,351.74,86,4.59,0.5,7664.795918,1,2017,17,0.188959841134869,0.23753903227683,1,0,0,22127,0
138936952,2017-06-04,794.07,621.07,173,4.59,1,9522.030612,1,2017,23,0.52990225065372,0.601235126214849,0,0,0,32108,0
138936952,2017-07-30,550.8,550.8,120,4.59,0,11859.92857,0,2017,31,0.318262030681259,0.216852841971546,1,0,0,28960,0
138936952,2017-09-17,436.05,436.05,95,4.59,0,9453.704082,0,2017,38,0.189477770253203,0.0708233003088024,0,0,0,25429,0
138936952,2017-10-22,300.83,300.83,67,4.49,0,7436.367347,0,2017,43,0.389838626800316,0.562387553468672,0,0,0,33783,0
138936952,2016-02-28,275.31,275.31,69,3.99,0,6017.255102,0,2016,9,0,0,0,0,0,1660,0
138936952,2016-03-27,371.07,371.07,93,3.99,0,6872.387755,1,2016,13,0,0,0,0,0,4912,0
138936952,2016-06-05,825.93,618.93,207,3.99,1,9967.591837,1,2016,23,0.535736428809084,0.493787330243005,1,1,0,34790,0
138936952,2016-12-25,343.2,303.2,80,4.29,0.5,5913.846939,1,2016,52,0.205188848570999,0.128752761205549,1,0,2e+05,20837,0
138936952,2017-08-27,436.05,436.05,95,4.59,0,10835.37755,0,2017,35,0.238075824323266,0.115887481144697,0,0,0,15746,0
138936952,2017-09-03,431.46,431.46,94,4.59,0,10356.82653,0,2017,36,0.220824122054562,0.0985010014244399,1,0,0,12535,0
138936952,2016-01-17,399,399,100,3.99,0,5262.316327,0,2016,3,0,0,0,0,0,31367,0
138936952,2016-05-22,466.83,466.83,117,3.99,0,9105.581633,1,2016,21,0,0,0,0,0,5554,0
138936952,2016-09-25,394.68,394.68,92,4.29,0,8594.27551,0,2016,39,0.178009617067189,0.0436536634465723,0,0,0,16211,0
138936952,2016-10-09,574.86,574.86,134,4.29,0,7766.846939,0,2016,41,0.444605804202449,0.581438595114474,0,0,0,25588,0
138936952,2017-03-12,274.56,274.56,64,4.29,0,6209.806122,0,2017,11,0.295755628496474,0.521706252383048,0,0,0,10114,2e+05
138936952,2017-04-02,252.45,252.45,55,4.59,0,6872.387755,0,2017,14,0.237447010192866,0.362441424029575,0,0,0,1183,1e+05
138936952,2017-11-19,318.79,318.79,71,4.49,0,6712.010204,0,2017,47,0.29610815306901,0.348773003311526,0,0,0,42447,0
138936952,2017-11-26,713.91,634.41,159,4.49,0.5,6632.091837,1,2017,48,0.27551959948151,0.30405586981595,1,0,0,17876,0
138936952,2017-12-03,426.55,426.55,95,4.49,0,6553.765306,1,2017,49,0.256070521026969,0.263657442457701,0,0,0,43517,0
138936952,2017-12-10,318.79,318.79,71,4.49,0,6488.877551,0,2017,50,0.237743088851629,0.227574369496805,0,0,0,33577,0
138936952,2017-07-16,477.36,477.36,104,4.59,0,11776.19388,0,2017,29,0.365193743975664,0.290573684152814,0,0,0,20404,0
138936952,2017-10-08,345.73,345.73,77,4.49,0,8154.459184,0,2017,41,0.443117766539177,0.675075715251957,0,0,0,45449,0
138936952,2016-03-06,307.23,307.23,77,3.99,0,6209.806122,0,2016,10,0,0,0,0,0,22561,0
138936952,2016-08-28,459.03,459.03,107,4.29,0,10356.82653,0,2016,35,0.241587206619196,0.085189946523915,0,0,0,32201,0
138936952,2016-05-08,450.87,450.87,113,3.99,0,8516.928571,0,2016,19,0,0,0,0,0,34262,0
138936952,2017-11-05,287.36,287.36,64,4.49,0,6883.785714,0,2017,45,0.34072524657174,0.450075721622806,0,0,0,35174,0
138936952,2016-08-14,579.15,579.15,135,4.29,0,11259.60204,1,2016,33,0.279846378552315,0.118069600241598,0,0,0,38927,0
138936952,2016-05-15,486.78,486.78,122,3.99,0,8811.969388,0,2016,20,0,0,0,0,0,46593,0
138936952,2017-05-28,358.02,358.02,78,4.59,0,9105.581633,0,2017,22,0.38959129734176,0.275440493351475,0,0,0,24956,0
138936952,2017-04-09,527.85,470.35,115,4.59,0.5,7178.938776,1,2017,15,0.220233545527676,0.316506749948848,1,0,0,26566,0
138936952,2016-07-31,610.47,610.47,153,3.99,0,11748.41837,0,2016,31,0.322664051220265,0.162316196393666,0,0,0,41482,4e+05
138936952,2017-11-12,318.79,318.79,71,4.49,0,6772.306122,0,2017,46,0.317844431757292,0.397604190491534,0,0,0,11260,0
138936952,2017-05-07,481.95,376.95,105,4.59,1,8199.142857,1,2017,19,0.47085861507088,0.41315058705133,1,0,0,13776,0
138936952,2016-07-10,570.57,570.57,143,3.99,0,11776.19388,0,2016,28,0.395370797782317,0.255857047014719,0,0,0,40955,2e+05
138936952,2016-11-06,407.55,407.55,95,4.29,0,6772.306122,0,2016,45,0.341990542023309,0.364551342893669,0,0,0,18537,0
138936952,2016-11-27,446.16,394.16,104,4.29,0.5,6553.765306,1,2016,48,0.276599951149589,0.239086329613261,1,0,0,16708,0
138936952,2017-12-17,305.32,305.32,68,4.49,0,6408.908163,1,2017,51,0.220511614527209,0.195653283517537,0,0,2e+05,25195,0
138936952,2017-12-31,188.58,167.58,42,4.49,0.5,5913.846939,1,2017,53,0.189203696278138,0.143225065301401,0,0,2e+05,45114,0
138936952,2016-04-03,359.1,359.1,90,3.99,0,7178.938776,0,2016,14,0,0,0,0,0,34775,0
138936952,2017-02-05,321.75,321.75,75,4.29,0,5327.520408,0,2017,6,0.127970455954422,0.047808598293615,0,0,0,10558,0
138936952,2017-08-06,431.46,431.46,94,4.59,0,11748.41837,1,2017,32,0.296504270983895,0.186221505869305,0,0,0,18607,0
138936952,2017-03-19,338.91,338.91,79,4.29,0,6429.489796,0,2017,12,0.275186162057131,0.465771948217338,0,0,0,47634,4e+05
138936952,2016-10-30,296.01,261.51,69,4.29,0.5,6883.785714,1,2016,44,0.366059314428428,0.414659022551032,1,0,0,14965,0
138936952,2016-02-07,458.85,401.35,115,3.99,0.5,5516.459184,1,2016,6,0,0,0,1,0,17507,0
138936952,2015-12-27,43.89,38.39,11,3.99,0.5,5601.346939,1,2015,52,0,0,1,0,0,19444,0
